"city";"url"
"Shanghai";"https://www.wunderground.com/history/airport/ZSSS/"
"Beijing";"https://www.wunderground.com/history/airport/ZBAA/"
"Chengdu";"https://www.wunderground.com/history/airport/ZUUU/"
"Guangzhou";"https://www.wunderground.com/history/airport/ZGGG/"
"Shenyang";"https://www.wunderground.com/history/airport/ZYTX/"
"Paris";"https://www.wunderground.com/history/airport/LFPO/"
